code_insee,Annee,Nombre_de_Maisons_en_vente,Nombre_Apparts_en_vente,Prix_Moyen,Prix_au_m2_Moyen,Surface_Moyenne
1163,2021,31,0,174296.774193548,1847.77419354839,96.9032258064516
1165,2021,24,0,294110,2516.25,129.458333333333
1166,2021,36,5,306310.536585366,2921.46341463415,105.560975609756
1167,2021,11,0,290421.636363636,2143.54545454545,134.454545454545
1169,2021,11,3,252602.142857143,2805.78571428571,89.5
1170,2021,13,0,244363.076923077,2053.92307692308,118.307692307692
1171,2021,13,1,197317.857142857,1992.07142857143,97.4285714285714
1173,2021,57,168,343535.115555556,4168.68888888889,81.9777777777778
1174,2021,3,0,145816.666666667,1212.33333333333,119
1175,2021,12,0,188325,1914.91666666667,103.25
1177,2021,1,0,225000,1607,140
1179,2021,22,0,230579.545454545,1841.27272727273,126.681818181818
1180,2021,12,4,603284.8125,5023.875,118.3125
1181,2021,11,0,251400,2310.45454545455,105.181818181818
1183,2021,30,1,293344,2654.51612903226,115.548387096774
1184,2021,17,0,184765.411764706,2069.35294117647,93.9411764705882
1185,2021,48,14,128988.14516129,1345.12903225806,95.5161290322581
1187,2021,14,5,142531.578947368,1720.26315789474,93.3157894736842
1188,2021,11,0,287186.363636364,2374.90909090909,120.909090909091
1189,2021,9,1,244600,2555,101.5
1190,2021,2,0,85000,889.5,93.5
1191,2021,4,0,150500,1347,124
1192,2021,29,0,155008.344827586,1652.34482758621,96.1724137931034
1193,2021,2,0,130000,1412.5,104
1194,2021,52,31,301637.204819277,3061.74698795181,97.6385542168675
1195,2021,17,9,169869.230769231,1730.96153846154,96.0384615384615
1196,2021,20,0,199175,1935.75,106.15
1197,2021,8,0,212813.625,2962.75,96.125
1198,2021,1,0,442250,2617,169
1199,2021,25,15,121709.275,1430.95,82.9
1200,2021,3,0,127333.333333333,1144,114.666666666667
