code_insee,Annee,Nombre_de_Maisons_en_vente,Nombre_Apparts_en_vente,Prix_Moyen,Prix_au_m2_Moyen,Surface_Moyenne
12281,2021,5,0,151962,1465.2,104.6
12282,2021,4,0,119700,1517.5,82.75
12283,2021,4,0,123477.5,1048,122.5
12284,2021,5,0,103737.4,1625,63.2
12286,2021,16,1,184344.647058824,1781.29411764706,102.352941176471
12287,2021,13,0,99516.3076923077,927.230769230769,116.076923076923
12288,2021,19,2,202812.857142857,2140.85714285714,95.8571428571429
12289,2021,1,0,37000,925,40
12290,2021,5,0,194152,2005.2,98.6
12291,2021,7,0,194368.571428571,1868.28571428571,105
12292,2021,12,0,91118.8333333333,1140.75,78.9166666666667
12293,2021,2,0,101000,1086.5,107.5
12294,2021,3,0,212287.666666667,1335.33333333333,193.666666666667
12296,2021,6,0,109761.666666667,1236,93.3333333333333
12297,2021,10,0,124621,1449.9,86.5
12298,2021,7,0,102868.571428571,1199.42857142857,78
12299,2021,19,1,145140,1810.55,92.45
12300,2021,107,38,125000.124137931,1330.34482758621,98.048275862069
12301,2021,12,0,162876.416666667,1514.33333333333,107.333333333333
12303,2021,2,0,120000,1355,122.5
12305,2021,23,1,81171.6666666667,889.125,93.7083333333333
12307,2021,3,0,83843.3333333333,1089.33333333333,102.333333333333
13001,2021,466,2051,344295.183949146,4954.93206197855,67.1311084624553
13002,2021,130,79,356150.411483254,4243.37799043062,86.2870813397129
13003,2021,31,2,375087.484848485,3633.42424242424,105.212121212121
13004,2021,494,263,227538.22324967,2818.47424042272,81.0898282694848
13005,2021,158,278,266287.506880734,3347.18348623853,79.0160550458716
13006,2021,25,0,393366.4,3904.32,109.92
13007,2021,71,35,356878.339622642,3852.98113207547,91.4716981132076
13008,2021,9,2,513436.363636364,4519,123.727272727273
13009,2021,2,0,813248.5,5530.5,142.5
13010,2021,47,8,272609.309090909,3095.25454545455,92.4363636363636
13011,2021,6,3,662736.666666667,4275.55555555556,133.777777777778
13012,2021,3,1,1338302.5,5837,167.25
13013,2021,15,2,424922.058823529,4291.94117647059,101.176470588235
13014,2021,60,51,215146.423423423,2827.62162162162,76.8198198198198
13015,2021,134,37,482324.333333333,4794.36257309942,101.678362573099
13016,2021,41,9,379067.58,4231.96,90.5
13017,2021,20,1,360142.19047619,3184.38095238095,107.380952380952
13018,2021,60,4,270211.40625,2963.84375,91.703125
13019,2021,98,12,532845.427272727,5039,108.627272727273
13020,2021,25,3,371987.5,3934.64285714286,94.6785714285714
13021,2021,58,53,517125.513513513,5910.23423423423,90.6756756756757
13022,2021,22,83,523176.847619048,7038.95238095238,70
13023,2021,39,8,547257.680851064,4952.65957446809,113.744680851064
13024,2021,22,10,271233.90625,3080.40625,88.8125
13025,2021,13,11,456373.791666667,4724.79166666667,100.25
13026,2021,150,99,268849.353413655,3517.05220883534,78.0803212851406
13027,2021,159,93,240030.543650794,2771.19047619048,87.5793650793651
13028,2021,159,504,305517.788838612,4791.99698340875,64.5716440422323
13029,2021,24,0,526978.958333333,3489.16666666667,159.333333333333
13030,2021,40,12,316019.057692308,3718.53846153846,85.3461538461538
13031,2021,27,18,320285.644444444,4098.37777777778,78.2666666666667
13032,2021,89,29,608547.330508475,5154.70338983051,112.381355932203
13033,2021,76,10,475591.151162791,5068.55813953488,96.1511627906977
13034,2021,49,3,1044776,6654.17307692308,150.826923076923
13035,2021,87,26,285328.17699115,3715.23008849558,79.3362831858407
13036,2021,61,3,400416.203125,3613.859375,105.5625
13037,2021,83,25,316572.657407407,3719.44444444444,85.7962962962963
13038,2021,50,8,416161.293103448,4045.55172413793,102.758620689655
13039,2021,167,54,245119.895927602,3056.81900452489,80.1719457013575
13040,2021,97,41,401880.326086957,4318.78260869565,94.5144927536232
13041,2021,131,146,268624.671480144,3699.78339350181,75.3610108303249
13042,2021,26,15,432826.585365854,4749.82926829268,91.4390243902439
13043,2021,75,20,329556.252631579,3802.82105263158,88.2842105263158
13044,2021,52,15,303533.820895522,3682.58208955224,83.3432835820896
13045,2021,50,8,300333.74137931,3117.27586206897,94.8620689655172
13046,2021,21,7,296826.785714286,4298.85714285714,73.1785714285714
13047,2021,340,224,245347.335106383,3035.34574468085,80.9024822695036
13048,2021,50,18,264244.852941176,2889.54411764706,90.6764705882353
13049,2021,20,2,298506.363636364,3473.36363636364,87.9090909090909
13050,2021,112,44,376320.91025641,3679.16666666667,99.0192307692308
13051,2021,104,33,315491.277372263,3617.93430656934,87.6569343065693
13052,2021,25,3,344066.25,3279.67857142857,106.464285714286
13053,2021,119,74,281611.772020725,3379.91191709845,81.1554404145078
13054,2021,196,321,216758.528046422,2898.52030947776,73.9709864603482
13055,2021,1414,9750,214211.770512361,3190.50008957363,65.2700644930133
13056,2021,213,362,232228.20173913,3105.82260869565,75.9008695652174
13057,2021,5,0,756451.8,4422.6,159.2
13058,2021,76,5,608868.580246914,5491.30864197531,105.864197530864
13059,2021,37,12,344028.408163265,3638.0612244898,91.6938775510204
13060,2021,33,24,499785.315789474,4763.61403508772,102.228070175439
13061,2021,1,0,108000,3600,30
13062,2021,35,3,438299.894736842,4112.02631578947,106.526315789474
13063,2021,166,176,197437.68128655,2710.86549707602,73.6637426900585
13064,2021,32,1,398739.696969697,3151.87878787879,124.060606060606
13065,2021,51,3,385221.222222222,3602.2962962963,102.481481481481
13066,2021,59,19,298110.91025641,2904.39743589744,100.628205128205
13067,2021,37,4,305364.707317073,2819.43902439024,110.560975609756
13068,2021,61,2,509460.523809524,4679.80952380952,110.111111111111
13069,2021,128,45,313135.219653179,3507.73988439306,88.5433526011561
13070,2021,28,22,294321,3975.42,74.08
13071,2021,164,79,335327.580246914,4034.86419753086,85.1934156378601
13072,2021,49,3,454669.711538462,4335.40384615385,107.5
13073,2021,44,13,356251.333333333,4348.64912280702,84.1052631578947
13074,2021,44,25,293088.31884058,3381.15942028986,87.6376811594203
13075,2021,52,56,319190,4123.56481481481,79.1018518518518
13076,2021,38,5,272746.11627907,2640.46511627907,97.1162790697674
13077,2021,106,102,200933.576923077,2708.58173076923,75.1923076923077
13078,2021,43,39,172133.975609756,2287.17073170732,77.0853658536585
13079,2021,14,1,463593.4,3771.8,116.133333333333
13080,2021,57,12,444514.579710145,4138.55072463768,106.797101449275
13081,2021,90,36,289577.095238095,3365.96825396825,86.4444444444444
13082,2021,52,5,569108.140350877,4812.85964912281,119.719298245614
13083,2021,45,5,294626.5,2817.6,106.26
13084,2021,62,11,291979.246575342,3005.80821917808,100.082191780822
13085,2021,31,15,378019.217391304,4246.36956521739,90.6086956521739
13086,2021,39,25,336222.1875,3812.25,86.390625
13087,2021,37,25,324466.516129032,3883.09677419355,84.5161290322581
13088,2021,37,20,310954.263157895,4851.14035087719,71.7719298245614
13089,2021,31,15,224616.630434783,2526.58695652174,85.6739130434783
13090,2021,1,0,740000,4540,163
13091,2021,76,14,441586.633333333,4211.08888888889,105.511111111111
13092,2021,78,67,257706.551724138,3206.97931034483,80
13093,2021,4,0,466175,3378.75,139.25
13094,2021,25,17,351920.666666667,5248.5,86.9523809523809
13095,2021,17,0,964264.705882353,6354.88235294118,154.941176470588
13096,2021,34,76,214679.627272727,4316.08181818182,51.5545454545455
13097,2021,132,34,281828.439759036,3028.10240963855,94.578313253012
13098,2021,81,7,333797.011363636,3867.23863636364,89.375
13099,2021,11,8,158365.263157895,2569.57894736842,68.3157894736842
13100,2021,147,36,731779.142076503,5647.18579234973,122.136612021858
13101,2021,21,8,328784.310344828,3786.31034482759,86.551724137931
13102,2021,42,23,295466.584615385,3714.98461538462,80.8307692307692
13103,2021,274,525,218585.012515645,2946.23529411765,73.6545682102628
13104,2021,76,88,323179.737804878,6192.35365853659,57.2439024390244
13105,2021,73,11,271419.75,3027.84523809524,90.7261904761905
13106,2021,77,67,262939.5625,3397.43055555556,80.7083333333333
13107,2021,47,10,386941.824561403,4104.22807017544,92.7017543859649
13108,2021,121,92,150939.070422535,1884.2441314554,78.7793427230047
13109,2021,15,6,815486.238095238,5972.80952380952,118.666666666667
13110,2021,126,44,315080.747058824,3816.81176470588,83.3823529411765
13111,2021,11,6,625234.117647059,4570.11764705882,129.823529411765
13112,2021,73,19,387367.543478261,4173.88043478261,94.2826086956522
13113,2021,77,33,444387.172727273,4623.21818181818,94.9
13114,2021,70,12,601798.414634146,4868.80487804878,122.451219512195
13115,2021,24,1,340151.04,3305.8,103.4
13116,2021,4,0,521140.25,4911.25,97.25
13117,2021,231,215,264912.15470852,3308.70179372197,80.2959641255605
13118,2021,41,5,385905.434782609,3990.26086956522,95.8260869565217
13119,2021,36,39,340375.893333333,4147.4,80.1466666666667
14001,2021,21,0,245059.857142857,2284.66666666667,110.238095238095
14003,2021,4,0,166512.25,1696.5,100.75
14005,2021,25,0,216377.2,1823.32,122.36
14006,2021,16,0,248472.1875,2389.125,112.4375
14007,2021,1,0,30000,411,73
14009,2021,15,3,282076.277777778,2726.11111111111,117.055555555556
14011,2021,31,0,194745.64516129,1565.22580645161,129
14012,2021,3,0,175776.666666667,3151,77.3333333333333
14014,2021,18,0,362800,2506.05555555556,145.777777777778
14015,2021,6,1,450311.428571429,2643.71428571429,161.714285714286
14016,2021,10,0,246372.8,2448.7,106.1
14020,2021,34,2,204005.555555556,2292.69444444444,89.8888888888889
14021,2021,11,1,228462.5,2870,83.3333333333333
14022,2021,14,6,158404.25,2575.15,67.2
14024,2021,17,1,356642.944444444,3612.33333333333,104.833333333333
14025,2021,5,0,154540,1999.6,83.6
14026,2021,14,0,219328.714285714,2087.78571428571,105.071428571429
14027,2021,46,10,148508.017857143,1568.41071428571,101.053571428571
14030,2021,23,0,338304.347826087,2805.60869565217,122.217391304348
14032,2021,7,0,448261.428571429,2948.57142857143,131.857142857143
14033,2021,5,0,197597,2442.2,81.6
14034,2021,1,0,260000,2430,107
14035,2021,26,0,139198.884615385,1428.11538461538,98.8461538461538
14036,2021,3,0,253358,1580,154.666666666667
14037,2021,4,0,164800,1764.5,97.75
14038,2021,16,0,279161.25,2292.875,123.8125
14039,2021,6,0,232700,2033,114
14040,2021,1,0,120000,1791,67
14041,2021,3,0,656666.666666667,7216.66666666667,107
14042,2021,14,0,256521.428571429,2323.92857142857,113.5
14043,2021,2,0,189250,2150.5,88
14044,2021,17,0,221349.411764706,2128.11764705882,106.705882352941
14045,2021,1,0,405000,5870,69
14046,2021,22,1,294309.739130435,2551.08695652174,121
14047,2021,62,89,189837.894039735,2338.33112582781,79.0728476821192
14049,2021,2,0,538300,2616.5,210
14050,2021,1,0,100000,1471,68
14054,2021,2,0,236580,1023,227
14055,2021,13,1,291688.357142857,3068.21428571429,92.2857142857143
14057,2021,17,0,187921.176470588,2148.11764705882,89.6470588235294
14059,2021,18,46,414810.15625,5110.046875,70.984375
14060,2021,30,0,295754.233333333,2488.66666666667,123.033333333333
14061,2021,135,1,115604.235294118,1189.78676470588,100.639705882353
14062,2021,7,0,263972.857142857,2633,107.428571428571
14063,2021,2,0,115750,1278.5,98.5
14064,2021,1,0,154000,1730,89
14066,2021,54,19,208558.082191781,2996.78082191781,74.4109589041096
14068,2021,30,6,330111.666666667,2807.55555555556,121.25
14069,2021,17,0,153797.058823529,1675.58823529412,93.2941176470588
14070,2021,6,0,281666.666666667,3156.5,90.6666666666667
14076,2021,39,18,234338.859649123,2489.57894736842,94.1578947368421
14077,2021,13,0,318631.538461538,2503.38461538462,112
14078,2021,9,0,219283.333333333,1864.55555555556,117.777777777778
14079,2021,33,79,227525.642857143,3834.21428571429,56.5625
14080,2021,4,0,135275,2401,76.25
14082,2021,3,0,221300,1791,131
14083,2021,12,0,165769,2181.25,79.0833333333333
14084,2021,8,0,192531.25,1355.25,142.125
14085,2021,14,0,310010,2480.14285714286,120.714285714286
14086,2021,14,0,483317.857142857,3190,153.142857142857
14087,2021,1,0,149000,1274,117
14088,2021,6,0,217958.333333333,1910.16666666667,114
14089,2021,6,0,210443.333333333,2427.5,88.3333333333333
14090,2021,8,0,198512.5,1670.375,122.5
14091,2021,2,0,520375,3743.5,140.5
14092,2021,36,4,242226.25,2295.05,107.575
14093,2021,8,1,293786.666666667,2461.55555555556,118.111111111111
14096,2021,3,0,143306.666666667,1309.33333333333,128
14097,2021,3,0,144666.666666667,1727,81
14098,2021,59,2,235403.524590164,2254.95081967213,108.508196721311
14100,2021,17,1,184210.555555556,2044.33333333333,90.7222222222222
14101,2021,60,6,301719.803030303,2796.92424242424,107.272727272727
14102,2021,14,0,228014.285714286,2163.42857142857,110.285714285714
14103,2021,5,0,155370,1625.2,105.4
14104,2021,3,0,472166.666666667,3383,142.666666666667
14106,2021,7,0,315051.428571429,2845.71428571429,114.571428571429
14107,2021,6,0,168066.666666667,1515.83333333333,109.5
14110,2021,2,0,442237.5,3287,128.5
14111,2021,9,0,237500,2028.33333333333,124.777777777778
14116,2021,3,0,226666.666666667,2097.33333333333,111.333333333333
14117,2021,70,346,183646.252403846,4337.20913461538,42.4134615384615
14118,2021,353,1898,180115.021323856,2873.81919147046,64.2687694358063
14119,2021,16,0,216769.8125,2177.3125,106.4375
14120,2021,15,0,160682.666666667,1649.66666666667,98.9333333333333
14121,2021,4,0,220529.75,1436.5,167.5
14122,2021,2,0,411075,1741,237.5
14123,2021,19,0,326122.473684211,2486.15789473684,132.578947368421
14124,2021,5,0,141600,1485.2,101.2
14125,2021,19,1,338440.6,2601.5,129.65
14126,2021,19,0,282986.842105263,2395.05263157895,113.578947368421
14127,2021,4,0,104500,1007.75,96.25
14131,2021,11,0,321977.272727273,3070.54545454545,119.181818181818
14132,2021,1,0,140000,1186,118
14134,2021,1,0,310600,2251,138
14135,2021,5,0,242060,1867.4,137.8
14136,2021,2,0,222050,2056.5,115.5
14137,2021,29,1,292858.033333333,3240.13333333333,93.6666666666667
14138,2021,4,0,138500,1061.25,132.75
14140,2021,8,0,120832.5,1177,104.375
14141,2021,1,0,238000,1967,121
14143,2021,40,0,139322.75,1412.175,95.925
14145,2021,9,0,202227.777777778,1870.88888888889,112.555555555556
14146,2021,1,0,80000,741,108
14147,2021,4,0,132487.5,1236.75,105
14149,2021,9,0,214860,2397.22222222222,92
14150,2021,23,0,181894.347826087,1644.52173913043,115
14159,2021,2,0,200740,1550,127.5
14160,2021,3,0,302200,2201,140
14161,2021,12,0,413334.166666667,3395.91666666667,120
14162,2021,28,0,131357.142857143,1358.46428571429,100.5
14163,2021,2,0,445250,3029,140
14165,2021,5,1,158066.666666667,2109.16666666667,79.5
14166,2021,33,3,285089.472222222,2893.47222222222,97.5833333333333
14167,2021,42,20,224849.758064516,2670.77419354839,85.5322580645161
14168,2021,3,0,123166.666666667,983.666666666667,97.6666666666667
14169,2021,3,0,197366.666666667,1520.66666666667,147.666666666667
14171,2021,1,0,49999,694,72
14172,2021,9,0,188361.111111111,2089.77777777778,93.7777777777778
14173,2021,8,0,221100,2102.5,114.375
14174,2021,71,17,95724.25,1077.26136363636,88.5568181818182
14175,2021,2,0,120000,1125,100
14177,2021,16,0,290812.5,2232.375,118.3125
14179,2021,2,0,113000,1558.5,61
14180,2021,1,0,215000,2471,87
14181,2021,51,28,198847.164556962,2531.12658227848,77.7215189873418
14182,2021,11,0,172029.090909091,1535.81818181818,105.454545454545
14183,2021,2,0,90000,832.5,100
14184,2021,1,0,248000,1699,146
14190,2021,2,0,193500,1933,103.5
14191,2021,51,176,156002.356828194,3089.44052863436,52.1541850220264
14193,2021,10,0,203605,1945.6,108.6
14194,2021,11,0,110126.363636364,1084.54545454545,98.6363636363636
14195,2021,6,0,202083.333333333,1662.33333333333,118
14196,2021,3,0,194538.333333333,1562.66666666667,128.333333333333
14197,2021,12,0,356128.833333333,2948.16666666667,123.5
14198,2021,3,0,280000,2759.33333333333,105.666666666667
14200,2021,27,1,170043.928571429,1969.32142857143,87.6428571428571
14202,2021,4,0,484250,3577.75,133.5
14203,2021,3,0,366166.666666667,2341.33333333333,166.333333333333
14204,2021,2,0,248210,2188,112
14205,2021,2,0,180500,1659,109.5
14206,2021,4,0,147000,1441,111.25
14207,2021,6,0,233125,2321.33333333333,101.333333333333
14209,2021,9,0,188366.666666667,1973.55555555556,98.3333333333333
14211,2021,5,0,120880,1475.4,80
14214,2021,2,0,192750,1885,102
14215,2021,17,0,220422.411764706,2396.82352941176,92.2941176470588
14216,2021,1,0,140000,1239,113
14218,2021,8,0,268231.25,2176.75,124.125
14220,2021,45,295,382655.385294118,5943.92058823529,61.5441176470588
14221,2021,32,9,226429.902439024,2549.92682926829,94.7560975609756
14223,2021,1,0,576000,2390,241
14224,2021,2,0,195000,1906,102.5
14225,2021,72,40,208219.464285714,3631.78571428571,60.2946428571429
14226,2021,19,0,154627.315789474,1453,105.684210526316
14227,2021,3,0,280500,2754,101.666666666667
14228,2021,57,20,268142.636363636,2930.42857142857,91.3376623376623
14229,2021,42,2,177837.022727273,2038.61363636364,85.8863636363636
14230,2021,6,0,253958.333333333,2208.5,117.5
14231,2021,5,0,312705.4,2575.2,129.6
14232,2021,2,0,305000,1974,156
14236,2021,6,0,206886.666666667,1964.83333333333,108.166666666667
14237,2021,9,0,277054.444444444,2116.33333333333,134
14238,2021,2,0,1048000,5656,176
14239,2021,3,0,114000,1467,93
14240,2021,6,0,156958.333333333,1552.83333333333,106.666666666667
14241,2021,12,0,240926.666666667,1922.75,128.416666666667
14242,2021,9,10,245918.421052632,2545.36842105263,99.7368421052632
14243,2021,20,15,280363.428571429,3000.77142857143,93.3714285714286
14244,2021,4,0,195097.5,1697.75,140
14245,2021,6,0,168233.333333333,1982.16666666667,85
14246,2021,12,0,208355.833333333,2259.33333333333,91
14248,2021,3,0,225833.333333333,2140.66666666667,110.666666666667
14249,2021,14,4,231308.888888889,2014.83333333333,115.444444444444
14250,2021,3,0,174433.333333333,2206,79.6666666666667
14251,2021,8,0,185917.5,2010.75,91.25
14252,2021,2,0,139995,1797.5,71.5
14254,2021,16,0,269881.25,2487.6875,110.9375
14256,2021,5,0,172498,1740.2,98.6
14257,2021,19,0,279601.263157895,2403.78947368421,118.421052631579
14258,2021,56,62,133607.033898305,1722.01694915254,81.2118644067797
14260,2021,4,0,242125,2087.25,111.75
14261,2021,13,0,387425.538461538,2638.92307692308,142.307692307692
14266,2021,23,0,234016.52173913,2362.65217391304,101.695652173913
14269,2021,5,0,562200,3115.8,185.8
14270,2021,8,0,173637.5,1553.875,105.125
